,tfl_id,bikes,spaces,timestamp
91080,141,16,7,09/02/2018 07:46
73637,13,10,12,09/02/2018 07:50
42725,79,14,7,09/02/2018 07:54
56749,7,2,21,09/02/2018 07:54
10089,42,9,15,09/02/2018 07:56
1173,19,0,23,09/02/2018 08:00
80646,71,7,16,09/02/2018 08:06
81791,89,9,15,09/02/2018 08:10
42853,97,4,20,09/02/2018 08:22
90680,38,13,9,09/02/2018 08:22
55932,155,13,3,09/02/2018 08:36
72776,150,2,20,09/02/2018 08:54
66779,145,14,9,09/02/2018 09:12
14967,168,13,11,09/02/2018 09:16
29331,110,14,10,09/02/2018 09:22
17859,80,14,10,09/02/2018 09:24
36002,1,21,3,09/02/2018 09:32
2211,82,15,8,09/02/2018 09:34
62680,156,11,11,09/02/2018 09:34
32449,124,11,13,09/02/2018 09:36
83280,152,10,14,09/02/2018 09:38
39046,86,17,7,09/02/2018 09:54
86522,138,12,11,09/02/2018 09:54
26177,155,8,8,09/02/2018 10:02
43399,30,6,18,09/02/2018 10:08
26746,43,11,16,09/02/2018 10:18
53861,65,13,9,09/02/2018 10:26
36896,117,4,20,09/02/2018 10:30
30766,48,1,20,09/02/2018 10:46
47513,138,12,11,09/02/2018 10:46
65057,72,18,3,09/02/2018 10:48
4464,145,14,10,09/02/2018 10:58
76140,93,20,4,09/02/2018 10:58
31683,11,17,6,09/02/2018 11:06
73918,95,19,11,09/02/2018 11:08
47905,98,8,16,09/02/2018 11:12
65266,89,10,13,09/02/2018 11:16
69644,10,13,11,09/02/2018 11:28
36464,150,1,21,09/02/2018 11:30
38314,153,4,20,09/02/2018 11:40
81169,11,17,6,09/02/2018 11:44
28564,151,19,4,09/02/2018 11:46
99434,71,12,11,09/02/2018 11:46
94928,129,11,13,09/02/2018 11:52
73884,65,11,10,09/02/2018 12:08
38495,3,9,15,09/02/2018 12:18
11373,81,12,10,09/02/2018 12:26
18,7,1,22,09/02/2018 12:38
54553,154,4,20,09/02/2018 12:46
18417,92,18,5,09/02/2018 12:48
16950,122,9,15,09/02/2018 12:54
52668,92,17,6,09/02/2018 13:00
28212,2,22,2,09/02/2018 13:06
42177,29,9,14,09/02/2018 13:06
33314,147,12,11,09/02/2018 13:08
73747,127,11,10,09/02/2018 13:20
1951,78,8,16,09/02/2018 13:22
88560,150,1,21,09/02/2018 13:30
45457,157,3,16,09/02/2018 13:34
2557,124,15,9,09/02/2018 13:50
95366,150,1,21,09/02/2018 13:50
67358,121,12,11,09/02/2018 14:04
52775,80,7,15,09/02/2018 14:14
68715,82,18,6,09/02/2018 14:22
73546,59,9,12,09/02/2018 14:26
11644,46,9,15,09/02/2018 14:28
71685,99,7,14,09/02/2018 14:28
53545,9,4,17,09/02/2018 14:36
2642,6,20,6,09/02/2018 14:38
19155,67,3,21,09/02/2018 14:44
94924,45,10,11,09/02/2018 14:44
10530,34,18,9,09/02/2018 14:46
34666,79,12,9,09/02/2018 14:52
20881,62,18,6,09/02/2018 14:54
62850,53,19,4,09/02/2018 14:56
89334,28,12,12,09/02/2018 15:00
81859,167,13,11,09/02/2018 15:02
78324,26,15,8,09/02/2018 15:08
93264,119,5,18,09/02/2018 15:20
58430,60,17,6,09/02/2018 15:24
37850,77,23,1,09/02/2018 15:26
54514,58,6,13,09/02/2018 15:28
68395,13,6,14,09/02/2018 15:34
99210,56,9,13,09/02/2018 15:34
87424,137,14,10,09/02/2018 15:42
22326,168,23,0,09/02/2018 15:46
5777,12,7,17,09/02/2018 15:48
68240,170,4,19,09/02/2018 15:48
94289,169,13,10,09/02/2018 15:54
54250,17,2,15,09/02/2018 15:56
98941,130,5,18,09/02/2018 16:00
16426,88,14,10,09/02/2018 16:10
47410,157,0,20,09/02/2018 16:12
99543,65,23,0,09/02/2018 16:12
71881,38,4,17,09/02/2018 16:14
88930,38,4,17,09/02/2018 16:22
66499,55,11,14,09/02/2018 16:32
32260,89,18,6,09/02/2018 16:38
81207,64,16,8,09/02/2018 16:46
34657,32,1,21,09/02/2018 17:02
88435,164,13,8,09/02/2018 17:04
36384,52,11,13,09/02/2018 17:06
59408,165,0,11,09/02/2018 17:06
88836,47,4,20,09/02/2018 17:16
75230,28,8,16,09/02/2018 17:22
63717,148,15,9,09/02/2018 17:30
52732,14,16,8,09/02/2018 17:32
59303,153,2,22,09/02/2018 17:32
76925,27,9,14,09/02/2018 17:38
74415,86,22,2,09/02/2018 17:46
74983,173,12,12,09/02/2018 17:46
10864,141,12,12,09/02/2018 17:48
20887,131,11,12,09/02/2018 17:48
60743,116,2,22,09/02/2018 17:58
44126,3,8,16,09/02/2018 18:00
49015,148,15,9,09/02/2018 18:04
1068,37,7,17,09/02/2018 18:12
3976,166,11,11,09/02/2018 18:18
18999,109,0,21,09/02/2018 18:22
98904,75,8,16,09/02/2018 18:22
23886,173,10,14,09/02/2018 18:34
21655,25,18,4,09/02/2018 18:36
35827,114,19,4,09/02/2018 18:40
62264,126,5,16,09/02/2018 18:40
87167,168,17,5,09/02/2018 18:40
21744,74,10,13,09/02/2018 18:42
89293,162,13,9,09/02/2018 18:42
28240,44,15,8,09/02/2018 18:44
85661,71,17,6,09/02/2018 19:00
4842,148,9,14,09/02/2018 19:04
7043,34,4,22,09/02/2018 19:14
28956,21,9,14,09/02/2018 19:16
85630,56,18,5,09/02/2018 19:16
27236,106,11,13,09/02/2018 19:22
99076,107,2,22,09/02/2018 19:22
77369,169,16,7,09/02/2018 19:34
33052,116,4,20,09/02/2018 19:44
89213,52,18,6,09/02/2018 19:52
32216,170,10,13,09/02/2018 20:04
75532,90,12,15,09/02/2018 20:04
26814,50,10,13,09/02/2018 20:06
25277,156,7,17,09/02/2018 20:20
39706,112,5,13,09/02/2018 20:42
89519,55,3,23,09/02/2018 20:44
41347,98,5,19,09/02/2018 20:56
82405,74,10,14,09/02/2018 21:02
47474,142,8,16,09/02/2018 21:10
83487,78,13,11,09/02/2018 21:12
71193,158,13,11,09/02/2018 21:16
1450,63,9,8,09/02/2018 21:20
98022,129,1,23,09/02/2018 21:24
23268,93,14,10,09/02/2018 21:58
29951,117,13,11,09/02/2018 22:00
53145,164,14,9,09/02/2018 22:00
70400,58,19,1,09/02/2018 22:04
40609,87,8,16,09/02/2018 22:08
90933,158,13,11,09/02/2018 22:18
29901,133,3,21,09/02/2018 22:24
77233,61,8,15,09/02/2018 22:24
93172,37,8,15,09/02/2018 22:30
26821,9,16,4,09/02/2018 22:48
24295,112,3,15,09/02/2018 22:58
50509,157,1,19,09/02/2018 23:02
49335,130,3,20,09/02/2018 23:06
61614,45,12,9,09/02/2018 23:10
12371,13,10,12,09/02/2018 23:12
93457,87,8,16,09/02/2018 23:24
24431,25,20,2,09/02/2018 23:32
80132,126,8,16,09/02/2018 23:34
18779,35,24,3,09/02/2018 23:44
13076,130,1,22,09/02/2018 23:50
56524,104,18,6,10/02/2018 00:02
30375,143,15,9,10/02/2018 00:06
57375,12,15,8,10/02/2018 00:06
73234,71,17,6,10/02/2018 00:08
57412,78,15,9,10/02/2018 00:14
33025,140,9,15,10/02/2018 00:28
79832,130,0,23,10/02/2018 00:32
54791,120,9,15,10/02/2018 00:36
21863,53,14,8,10/02/2018 00:38
84216,52,4,20,10/02/2018 00:38
25046,162,4,20,10/02/2018 00:40
28304,12,15,8,10/02/2018 00:42
3545,108,7,16,10/02/2018 00:48
48557,162,4,20,10/02/2018 00:50
49308,6,12,15,10/02/2018 00:52
63878,71,17,6,10/02/2018 01:00
21870,163,10,14,10/02/2018 01:02
55922,35,24,3,10/02/2018 01:10
23633,82,19,5,10/02/2018 01:20
49431,89,14,10,10/02/2018 01:20
84785,60,10,9,10/02/2018 01:26
97200,165,1,11,10/02/2018 01:44
93872,49,16,4,10/02/2018 01:50
84270,149,16,6,10/02/2018 01:54
1018,93,16,8,10/02/2018 02:10
70225,139,20,4,10/02/2018 02:10
25451,43,10,16,10/02/2018 02:12
64273,159,14,10,10/02/2018 02:16
91173,57,15,7,10/02/2018 02:16
85344,163,10,14,10/02/2018 02:24
63915,126,13,11,10/02/2018 02:28
33449,102,7,19,10/02/2018 02:34
32194,105,11,13,10/02/2018 02:44
95025,149,13,9,10/02/2018 02:44
57165,172,13,11,10/02/2018 02:48
12654,12,19,4,10/02/2018 02:52
29403,65,11,11,10/02/2018 02:58
88189,169,16,6,10/02/2018 03:02
7505,167,0,22,10/02/2018 03:08
64579,172,13,11,10/02/2018 03:08
6982,112,8,10,10/02/2018 03:12
68409,106,17,7,10/02/2018 03:24
18633,161,3,21,10/02/2018 03:26
80,170,1,23,10/02/2018 03:30
50233,155,7,10,10/02/2018 03:30
93133,5,15,8,10/02/2018 03:32
23758,164,14,9,10/02/2018 03:38
25967,48,19,1,10/02/2018 03:42
79334,72,15,6,10/02/2018 03:42
41864,158,13,11,10/02/2018 03:48
12708,153,9,15,10/02/2018 03:50
43454,142,15,9,10/02/2018 03:52
57927,121,8,16,10/02/2018 03:52
48080,162,7,16,10/02/2018 03:54
1335,127,7,16,10/02/2018 03:58
42488,104,16,7,10/02/2018 04:06
1455,119,4,19,10/02/2018 04:12
81959,168,11,12,10/02/2018 04:12
96752,137,12,12,10/02/2018 04:20
53622,174,16,8,10/02/2018 04:24
57575,86,17,6,10/02/2018 04:36
10834,51,15,9,10/02/2018 04:46
88359,126,15,9,10/02/2018 04:46
36172,52,5,19,10/02/2018 04:52
89154,15,14,10,10/02/2018 04:52
53412,71,20,3,10/02/2018 04:58
44539,63,7,10,10/02/2018 05:02
80356,18,16,8,10/02/2018 05:02
44241,19,1,23,10/02/2018 05:28
50514,108,9,13,10/02/2018 05:32
67728,125,21,3,10/02/2018 05:34
31009,80,13,10,10/02/2018 05:36
9300,116,13,11,10/02/2018 05:40
89664,133,15,9,10/02/2018 05:40
21717,83,18,5,10/02/2018 05:46
28901,140,12,12,10/02/2018 05:50
42163,142,13,11,10/02/2018 05:56
11237,43,16,10,10/02/2018 06:08
82911,173,12,12,10/02/2018 06:08
82588,90,6,21,10/02/2018 06:10
73410,102,7,19,10/02/2018 06:12
95508,117,11,12,10/02/2018 06:22
14609,110,3,20,10/02/2018 06:30
1917,175,24,0,10/02/2018 06:44
86607,111,7,11,10/02/2018 06:44
28167,14,19,5,10/02/2018 06:48
19624,34,6,19,10/02/2018 06:50
81219,65,16,6,10/02/2018 06:52
21424,156,14,10,10/02/2018 06:56
82908,66,11,11,10/02/2018 06:58
48380,12,21,2,10/02/2018 07:22
76340,130,12,12,10/02/2018 07:32
92683,107,2,22,10/02/2018 07:32
23597,143,8,16,10/02/2018 07:34
37806,21,12,12,10/02/2018 07:38
80797,113,4,20,10/02/2018 07:40
69924,47,19,4,10/02/2018 07:48
94773,1,3,20,10/02/2018 07:50
14830,31,4,19,10/02/2018 07:54
74751,125,23,1,10/02/2018 07:56
97051,11,2,20,10/02/2018 07:56
43370,13,5,17,10/02/2018 08:00
19433,84,22,2,10/02/2018 08:04
82867,74,8,16,10/02/2018 08:12
62051,121,8,16,10/02/2018 08:14
81607,8,3,18,10/02/2018 08:26
84194,49,15,6,10/02/2018 08:26
36407,139,15,9,10/02/2018 08:44
42343,173,10,14,10/02/2018 08:44
87622,65,16,8,10/02/2018 09:12
86,104,16,7,10/02/2018 09:26
83887,102,7,19,10/02/2018 09:32
14856,40,11,13,10/02/2018 09:34
98041,43,13,13,10/02/2018 10:08
54895,48,15,5,10/02/2018 10:14
66149,112,11,7,10/02/2018 10:18
36958,14,20,4,10/02/2018 10:22
89659,46,11,13,10/02/2018 10:22
28293,132,13,11,10/02/2018 10:28
6904,18,13,9,10/02/2018 10:32
39041,161,5,19,10/02/2018 10:36
6754,117,11,12,10/02/2018 10:38
48853,24,1,21,10/02/2018 10:46
62381,143,8,16,10/02/2018 10:46
67699,17,2,15,10/02/2018 10:46
99497,45,8,13,10/02/2018 11:06
22110,28,8,16,10/02/2018 11:10
27032,90,10,16,10/02/2018 11:10
30808,168,14,9,10/02/2018 11:10
46143,119,14,10,10/02/2018 11:14
12588,72,21,0,10/02/2018 11:22
62584,152,12,12,10/02/2018 11:22
53927,8,2,19,10/02/2018 11:28
79766,28,8,16,10/02/2018 11:28
78998,154,11,12,10/02/2018 11:34
99491,121,8,16,10/02/2018 11:36
34288,12,19,4,10/02/2018 11:38
82896,53,21,0,10/02/2018 11:38
49847,122,16,7,10/02/2018 11:42
12164,166,3,19,10/02/2018 11:50
58502,174,12,12,10/02/2018 11:50
83780,39,15,9,10/02/2018 11:50
51622,20,1,22,10/02/2018 11:52
76246,137,10,14,10/02/2018 11:52
1957,161,7,17,10/02/2018 11:58
13056,20,1,22,10/02/2018 11:58
68300,143,9,15,10/02/2018 12:10
47904,103,15,8,10/02/2018 12:14
97935,122,15,8,10/02/2018 12:16
48809,175,1,23,10/02/2018 12:22
63372,145,14,9,10/02/2018 12:26
45623,73,23,4,10/02/2018 12:40
68454,85,26,1,10/02/2018 12:40
8544,26,1,21,10/02/2018 12:42
89381,89,8,15,10/02/2018 12:46
61208,50,11,11,10/02/2018 13:06
13892,140,8,16,10/02/2018 13:18
64191,163,13,10,10/02/2018 14:02
32768,62,18,4,10/02/2018 14:12
69479,165,4,8,10/02/2018 14:14
89960,37,9,14,10/02/2018 14:16
78923,33,11,12,10/02/2018 14:32
86963,151,15,7,10/02/2018 14:46
51986,107,7,17,10/02/2018 14:48
48509,121,9,15,10/02/2018 14:50
11247,75,2,22,10/02/2018 14:56
67978,128,9,13,10/02/2018 14:58
19083,45,17,3,10/02/2018 15:06
72740,166,14,9,10/02/2018 15:06
15071,96,11,13,10/02/2018 15:10
75678,77,8,15,10/02/2018 15:16
61008,157,4,16,10/02/2018 15:26
19598,6,8,17,10/02/2018 15:34
72888,19,8,16,10/02/2018 15:34
54226,104,14,9,10/02/2018 15:48
95590,54,7,17,10/02/2018 15:48
18450,61,9,14,10/02/2018 15:52
14379,32,1,21,10/02/2018 15:58
10523,43,19,7,10/02/2018 16:08
35681,129,15,8,10/02/2018 16:08
52482,144,12,11,10/02/2018 16:08
88243,75,4,20,10/02/2018 16:18
38755,84,14,10,10/02/2018 16:30
5961,149,7,16,10/02/2018 16:42
53938,155,1,17,10/02/2018 16:48
2473,74,6,18,10/02/2018 17:06
22425,122,8,14,10/02/2018 17:14
26755,167,13,10,10/02/2018 17:14
40548,100,11,13,10/02/2018 17:14
32526,90,18,9,10/02/2018 17:26
28722,95,20,10,10/02/2018 17:32
58458,166,11,12,10/02/2018 17:38
70116,131,11,13,10/02/2018 17:54
61064,173,9,15,10/02/2018 17:56
21106,15,11,13,10/02/2018 18:00
24380,164,12,11,10/02/2018 18:00
78594,91,14,7,10/02/2018 18:02
35201,111,18,0,10/02/2018 18:16
92819,151,19,5,10/02/2018 18:32
89608,33,19,4,10/02/2018 18:36
81765,54,13,11,10/02/2018 18:56
68096,174,0,24,10/02/2018 18:58
7008,23,13,10,10/02/2018 19:02
73114,36,2,15,10/02/2018 19:08
48567,20,10,12,10/02/2018 19:12
17091,165,4,8,10/02/2018 19:14
91679,168,23,1,10/02/2018 19:34
45894,146,11,12,10/02/2018 19:40
10385,66,5,18,10/02/2018 19:52
54843,19,8,16,10/02/2018 19:52
757,155,5,13,10/02/2018 20:04
91425,161,11,10,10/02/2018 20:04
32900,82,6,18,10/02/2018 20:06
29171,40,10,14,10/02/2018 20:14
47824,41,3,21,10/02/2018 20:14
54150,144,0,21,10/02/2018 20:14
6069,15,12,12,10/02/2018 20:24
65881,103,18,6,10/02/2018 20:26
93712,146,14,10,10/02/2018 20:30
50096,171,10,14,10/02/2018 20:38
3359,139,12,10,10/02/2018 21:02
86687,112,5,13,10/02/2018 21:06
87488,56,18,5,10/02/2018 21:10
76699,7,11,13,10/02/2018 21:16
76546,144,16,8,10/02/2018 21:26
84512,56,19,4,10/02/2018 21:32
69965,132,16,7,10/02/2018 21:40
10472,79,8,15,10/02/2018 21:42
55348,128,10,11,10/02/2018 21:46
40605,27,1,22,10/02/2018 21:48
25085,64,15,9,10/02/2018 21:52
93304,122,9,13,10/02/2018 21:58
94607,3,10,13,10/02/2018 22:04
99297,174,3,21,10/02/2018 22:14
78969,147,3,21,10/02/2018 22:30
80221,115,8,16,10/02/2018 22:32
78123,127,4,19,10/02/2018 22:36
76284,31,11,12,10/02/2018 22:42
27121,58,19,1,10/02/2018 22:58
5481,10,16,7,10/02/2018 23:02
38767,117,6,18,10/02/2018 23:06
90696,35,18,7,10/02/2018 23:08
14068,31,13,10,10/02/2018 23:10
44981,14,16,8,10/02/2018 23:16
39991,145,9,15,10/02/2018 23:18
43481,56,15,8,10/02/2018 23:20
7219,57,9,15,10/02/2018 23:34
47772,107,10,14,10/02/2018 23:36
93241,48,14,5,10/02/2018 23:42
2928,165,2,10,10/02/2018 23:44
17189,156,13,11,10/02/2018 23:48
79724,107,9,15,10/02/2018 23:54
70811,93,11,12,11/02/2018 00:08
6061,127,1,22,11/02/2018 00:40
37443,60,2,16,11/02/2018 00:42
79726,170,10,14,11/02/2018 00:42
82551,84,11,13,11/02/2018 00:44
62237,51,10,13,11/02/2018 00:46
63337,50,4,20,11/02/2018 00:58
83514,73,13,13,11/02/2018 01:06
61276,67,5,19,11/02/2018 01:22
75683,148,12,11,11/02/2018 01:26
89150,109,4,17,11/02/2018 01:28
43434,146,1,23,11/02/2018 01:32
77408,5,12,11,11/02/2018 01:34
81392,2,7,14,11/02/2018 01:40
74389,106,10,14,11/02/2018 01:44
89350,65,13,11,11/02/2018 01:44
22658,167,8,15,11/02/2018 01:54
51232,136,18,6,11/02/2018 02:10
2035,166,9,14,11/02/2018 02:18
95425,103,10,14,11/02/2018 02:18
91894,145,9,14,11/02/2018 02:20
40114,117,5,19,11/02/2018 02:22
21811,1,2,20,11/02/2018 02:28
5670,100,7,17,11/02/2018 02:34
24979,66,9,14,11/02/2018 02:38
37789,174,7,17,11/02/2018 02:38
97837,77,16,8,11/02/2018 02:44
2003,122,9,13,11/02/2018 03:02
21929,139,17,5,11/02/2018 03:04
62592,117,5,19,11/02/2018 03:06
84678,32,5,17,11/02/2018 03:08
41605,164,7,16,11/02/2018 03:08
73693,125,14,8,11/02/2018 03:08
2691,134,21,0,11/02/2018 03:16
15888,49,13,6,11/02/2018 03:28
31799,119,13,11,11/02/2018 03:28
60587,126,11,13,11/02/2018 03:28
49937,89,11,13,11/02/2018 03:30
68834,120,17,7,11/02/2018 03:38
35978,90,9,18,11/02/2018 03:44
83394,72,6,15,11/02/2018 03:48
94755,71,17,6,11/02/2018 03:48
52403,116,14,9,11/02/2018 03:54
99273,173,10,12,11/02/2018 04:02
35960,138,12,12,11/02/2018 04:08
55575,158,6,18,11/02/2018 04:16
9985,91,4,15,11/02/2018 04:20
63030,3,9,14,11/02/2018 04:22
29708,43,11,15,11/02/2018 04:24
33559,66,10,13,11/02/2018 04:24
45507,143,8,16,11/02/2018 04:24
54087,53,17,6,11/02/2018 04:24
69375,54,9,15,11/02/2018 04:24
36082,148,10,13,11/02/2018 04:30
99683,138,12,12,11/02/2018 04:44
12251,152,11,13,11/02/2018 05:02
27204,148,10,13,11/02/2018 05:06
4287,96,4,20,11/02/2018 05:08
88125,167,6,15,11/02/2018 05:20
37333,175,15,8,11/02/2018 05:24
12291,132,23,1,11/02/2018 05:34
65743,51,22,1,11/02/2018 05:46
45905,54,11,13,11/02/2018 05:50
65843,113,7,17,11/02/2018 05:50
58637,161,16,6,11/02/2018 05:56
60094,146,8,14,11/02/2018 06:00
94894,5,4,19,11/02/2018 06:08
19936,96,4,20,11/02/2018 06:10
92055,17,8,12,11/02/2018 06:12
97163,140,8,16,11/02/2018 06:12
93065,39,11,13,11/02/2018 06:38
9977,77,18,6,11/02/2018 06:42
65116,143,8,16,11/02/2018 06:44
35514,64,12,12,11/02/2018 06:48
73986,115,8,16,11/02/2018 06:58
25799,38,2,17,11/02/2018 07:06
18043,97,1,23,11/02/2018 07:08
23118,36,3,14,11/02/2018 07:08
77145,4,8,10,11/02/2018 07:10
1238,81,15,7,11/02/2018 07:12
30487,53,18,5,11/02/2018 07:18
36871,94,10,14,11/02/2018 07:20
48953,52,10,12,11/02/2018 07:30
72449,36,3,14,11/02/2018 07:38
23307,23,0,23,11/02/2018 07:42
9270,153,15,9,11/02/2018 07:44
79220,172,15,9,11/02/2018 07:46
61931,78,12,10,11/02/2018 07:48
23745,57,11,12,11/02/2018 07:50
68327,101,10,16,11/02/2018 07:50
16019,103,12,12,11/02/2018 07:54
76159,132,11,13,11/02/2018 08:00
83234,64,13,11,11/02/2018 08:06
66636,140,8,16,11/02/2018 08:10
44655,98,5,18,11/02/2018 08:20
39162,69,18,5,11/02/2018 08:26
83681,107,7,17,11/02/2018 08:30
20468,63,12,6,11/02/2018 08:38
95986,88,8,16,11/02/2018 08:40
81831,63,12,6,11/02/2018 08:44
57448,61,9,15,11/02/2018 08:48
58892,100,3,21,11/02/2018 08:56
70876,169,14,9,11/02/2018 08:56
82732,60,9,13,11/02/2018 08:58
27158,138,11,13,11/02/2018 09:08
82517,57,10,13,11/02/2018 09:10
24376,19,2,22,11/02/2018 09:16
41014,50,12,12,11/02/2018 09:18
95337,107,7,17,11/02/2018 09:30
39082,129,5,19,11/02/2018 09:40
23411,100,2,22,11/02/2018 09:46
33114,81,15,7,11/02/2018 09:48
6645,14,12,12,11/02/2018 09:52
20082,124,14,10,11/02/2018 10:10
33081,35,20,4,11/02/2018 10:14
4618,44,4,20,11/02/2018 10:20
27831,175,10,13,11/02/2018 10:24
17548,158,12,12,11/02/2018 10:26
31028,126,9,15,11/02/2018 10:32
96231,134,10,11,11/02/2018 10:50
11320,73,17,9,11/02/2018 11:06
66254,113,9,15,11/02/2018 11:08
9280,172,16,8,11/02/2018 11:12
88798,111,14,4,11/02/2018 11:12
84,125,14,9,11/02/2018 11:22
55254,88,8,16,11/02/2018 11:30
1805,32,13,11,11/02/2018 11:48
27111,103,9,15,11/02/2018 11:48
87124,123,14,10,11/02/2018 11:48
14488,49,12,8,11/02/2018 11:50
96385,13,5,17,11/02/2018 11:52
84317,103,9,15,11/02/2018 12:06
20733,78,15,9,11/02/2018 12:14
29309,87,13,10,11/02/2018 12:18
33115,33,8,15,11/02/2018 12:26
26269,102,15,12,11/02/2018 12:42
30640,151,10,14,11/02/2018 12:46
13673,28,9,15,11/02/2018 12:50
7854,13,4,18,11/02/2018 12:52
31512,116,12,12,11/02/2018 12:54
98582,47,23,0,11/02/2018 12:58
668,152,10,14,11/02/2018 13:14
15241,127,4,18,11/02/2018 13:20
19984,84,17,6,11/02/2018 13:20
8109,164,14,10,11/02/2018 13:24
89751,103,9,15,11/02/2018 13:24
76333,146,9,13,11/02/2018 13:38
88006,9,2,20,11/02/2018 13:44
22369,52,20,3,11/02/2018 13:46
22872,101,13,12,11/02/2018 13:52
75535,4,8,10,11/02/2018 13:54
67148,67,10,14,11/02/2018 14:08
13908,9,3,19,11/02/2018 14:10
57363,136,16,7,11/02/2018 14:10
48878,71,16,8,11/02/2018 14:36
43992,10,13,11,11/02/2018 14:40
63250,171,10,14,11/02/2018 14:48
73587,174,0,24,11/02/2018 15:08
14178,167,5,16,11/02/2018 15:10
29623,98,11,12,11/02/2018 15:16
99548,32,21,3,11/02/2018 15:24
92718,131,21,3,11/02/2018 15:32
51975,110,9,15,11/02/2018 15:34
15907,92,6,18,11/02/2018 15:36
15477,84,16,7,11/02/2018 15:42
77964,87,14,9,11/02/2018 15:48
60884,21,6,15,11/02/2018 15:50
18738,66,9,14,11/02/2018 16:08
26963,102,21,6,11/02/2018 16:18
10863,3,12,11,11/02/2018 16:22
3431,124,14,10,11/02/2018 16:30
63441,78,15,9,11/02/2018 16:34
39968,125,11,12,11/02/2018 16:38
52492,36,17,0,11/02/2018 16:40
75944,92,5,19,11/02/2018 16:46
81870,78,16,8,11/02/2018 16:46
83472,153,1,22,11/02/2018 16:46
82895,116,11,13,11/02/2018 16:56
51738,115,13,11,11/02/2018 17:00
68772,3,9,14,11/02/2018 17:06
30801,48,15,5,11/02/2018 17:08
66114,59,20,2,11/02/2018 17:08
74261,86,6,16,11/02/2018 17:08
19853,124,14,10,11/02/2018 17:26
44733,112,7,11,11/02/2018 17:28
59827,12,14,10,11/02/2018 17:38
52123,120,13,11,11/02/2018 17:42
94751,69,9,14,11/02/2018 17:42
38029,142,12,10,11/02/2018 17:44
97035,93,14,9,11/02/2018 18:10
17991,1,8,14,11/02/2018 18:14
70085,53,10,11,11/02/2018 18:14
91261,33,8,15,11/02/2018 18:32
10872,74,11,13,11/02/2018 18:38
28360,128,6,17,11/02/2018 18:38
91027,40,16,8,11/02/2018 18:38
98031,87,4,18,11/02/2018 18:42
55773,40,15,9,11/02/2018 18:44
57788,7,1,22,11/02/2018 18:44
13513,107,16,8,11/02/2018 18:48
42363,141,16,8,11/02/2018 18:54
45276,26,11,11,11/02/2018 18:56
28381,7,2,21,11/02/2018 19:22
46040,86,12,11,11/02/2018 19:28
7045,55,10,15,11/02/2018 19:36
56140,20,3,20,11/02/2018 19:48
33658,157,17,3,11/02/2018 19:54
87449,6,15,11,11/02/2018 20:00
52444,36,14,3,11/02/2018 20:04
56377,33,11,12,11/02/2018 20:04
19146,113,9,14,11/02/2018 20:14
78443,26,5,16,11/02/2018 20:18
83873,57,1,22,11/02/2018 20:20
70929,83,12,12,11/02/2018 20:36
90636,29,10,12,11/02/2018 20:36
77836,150,3,18,11/02/2018 20:40
61087,43,21,5,11/02/2018 20:50
80481,153,15,9,11/02/2018 21:06
94665,29,12,10,11/02/2018 21:14
7204,141,15,9,11/02/2018 21:20
58633,103,0,24,11/02/2018 21:22
32626,62,6,17,11/02/2018 21:26
15491,97,3,21,11/02/2018 21:36
97275,63,13,4,11/02/2018 21:42
50731,152,13,11,11/02/2018 21:44
7852,83,16,8,11/02/2018 21:46
17083,110,11,13,11/02/2018 21:48
33516,133,15,9,11/02/2018 22:10
91354,58,15,6,11/02/2018 22:14
38828,93,11,12,11/02/2018 22:28
56719,77,17,7,11/02/2018 22:30
30965,81,10,12,11/02/2018 22:36
71197,131,7,17,11/02/2018 22:38
28546,98,8,15,11/02/2018 22:42
66989,21,3,18,11/02/2018 22:42
45522,135,12,11,11/02/2018 22:44
57963,26,2,19,11/02/2018 22:54
50142,166,23,0,11/02/2018 22:54
72618,166,23,0,11/02/2018 22:56
39075,83,18,6,11/02/2018 23:00
54632,97,3,21,11/02/2018 23:00
10605,69,9,14,11/02/2018 23:02
46025,168,22,1,11/02/2018 23:06
17927,66,11,12,11/02/2018 23:12
6748,126,6,18,11/02/2018 23:22
96609,101,12,14,11/02/2018 23:48
40694,169,14,9,12/02/2018 00:00
94021,92,5,19,12/02/2018 00:00
45982,83,20,4,12/02/2018 00:04
46662,117,12,12,12/02/2018 00:20
35786,145,12,12,12/02/2018 00:24
52676,53,16,5,12/02/2018 00:24
67108,82,13,10,12/02/2018 00:36
58217,149,24,0,12/02/2018 00:48
12818,97,5,19,12/02/2018 00:52
25511,45,14,6,12/02/2018 00:54
74073,85,11,15,12/02/2018 00:54
8523,93,11,12,12/02/2018 01:18
2116,52,10,12,12/02/2018 01:20
2508,25,2,18,12/02/2018 01:20
34069,61,14,10,12/02/2018 01:26
69237,135,18,5,12/02/2018 01:26
75018,85,10,16,12/02/2018 01:32
10481,72,6,15,12/02/2018 01:42
38500,150,9,13,12/02/2018 01:48
41147,96,5,19,12/02/2018 02:00
64309,73,16,11,12/02/2018 02:02
84606,170,13,11,12/02/2018 02:16
71184,81,11,11,12/02/2018 02:20
10282,74,13,11,12/02/2018 02:26
17763,85,10,16,12/02/2018 02:32
38969,152,13,11,12/02/2018 02:34
16030,123,9,15,12/02/2018 02:40
87127,102,16,11,12/02/2018 02:40
88590,78,19,5,12/02/2018 02:48
20061,56,14,8,12/02/2018 02:50
