,tfl_id,bikes,spaces,timestamp
35500,100,8,15,26/03/2017 12:38
17167,103,12,12,26/03/2017 12:48
45613,60,2,22,26/03/2017 12:48
50411,73,10,16,26/03/2017 12:54
69876,114,14,12,26/03/2017 12:58
4858,17,0,20,26/03/2017 13:00
52970,10,1,23,26/03/2017 13:00
53197,86,2,20,26/03/2017 13:02
44065,144,8,14,26/03/2017 13:06
22593,59,4,20,26/03/2017 13:14
92236,124,11,13,26/03/2017 13:14
1578,19,4,18,26/03/2017 13:16
69103,102,13,14,26/03/2017 13:16
51934,136,6,18,26/03/2017 13:22
37157,6,7,20,26/03/2017 13:44
47558,142,13,11,26/03/2017 13:44
80199,27,0,23,26/03/2017 13:52
81472,43,17,9,26/03/2017 13:56
74907,117,7,17,26/03/2017 14:04
82542,73,12,14,26/03/2017 14:20
60483,21,2,22,26/03/2017 14:22
39555,149,10,13,26/03/2017 14:24
46215,174,7,15,26/03/2017 14:32
56417,25,0,23,26/03/2017 14:46
87334,23,7,15,26/03/2017 14:50
30805,150,2,21,26/03/2017 14:56
45527,163,3,20,26/03/2017 14:58
59854,171,14,8,26/03/2017 15:06
39328,92,14,9,26/03/2017 15:14
1835,40,8,16,26/03/2017 15:20
28808,155,5,10,26/03/2017 15:24
45428,127,11,13,26/03/2017 15:28
48477,30,4,17,26/03/2017 15:32
60342,7,12,10,26/03/2017 15:36
25159,130,4,18,26/03/2017 15:42
25619,127,11,13,26/03/2017 15:42
32456,84,6,17,26/03/2017 15:44
32831,106,11,13,26/03/2017 15:48
51338,79,8,16,26/03/2017 15:48
43067,139,13,11,26/03/2017 15:50
88167,74,7,17,26/03/2017 15:50
20421,115,18,6,26/03/2017 16:00
57205,108,13,11,26/03/2017 16:04
62365,24,2,22,26/03/2017 16:06
32948,138,8,16,26/03/2017 16:08
70283,140,10,12,26/03/2017 16:14
36666,106,9,15,26/03/2017 16:20
56095,101,14,10,26/03/2017 16:40
17631,20,3,20,26/03/2017 16:44
36895,19,2,19,26/03/2017 16:44
6731,13,4,19,26/03/2017 16:46
21389,140,11,12,26/03/2017 16:52
75171,143,9,15,26/03/2017 16:52
97085,151,13,10,26/03/2017 16:52
13366,34,5,20,26/03/2017 17:02
41364,149,13,9,26/03/2017 17:10
6177,166,10,13,26/03/2017 17:14
66726,51,5,17,26/03/2017 17:16
63837,16,1,18,26/03/2017 17:18
78959,13,6,17,26/03/2017 17:24
29415,65,11,13,26/03/2017 17:30
62843,117,5,18,26/03/2017 17:46
51890,74,7,16,26/03/2017 17:52
41166,129,14,8,26/03/2017 18:02
65258,167,5,19,26/03/2017 18:12
25160,59,16,8,26/03/2017 18:26
9807,69,12,12,26/03/2017 18:58
27714,27,3,20,26/03/2017 19:02
84957,73,15,11,26/03/2017 19:10
29940,93,15,8,26/03/2017 19:30
85302,164,7,16,26/03/2017 19:42
58630,96,10,14,26/03/2017 19:44
61947,24,4,20,26/03/2017 19:44
75597,148,6,18,26/03/2017 19:44
95290,74,10,14,26/03/2017 19:54
97464,171,7,15,26/03/2017 20:10
25559,130,10,12,26/03/2017 20:12
55129,73,9,17,26/03/2017 20:12
78298,47,0,24,26/03/2017 20:12
43087,91,8,12,26/03/2017 20:20
53209,126,11,13,26/03/2017 20:22
23035,134,4,17,26/03/2017 20:24
84566,133,5,16,26/03/2017 20:32
77379,38,16,7,26/03/2017 20:34
52582,134,4,17,26/03/2017 20:38
19862,96,7,17,26/03/2017 20:44
74932,77,13,10,26/03/2017 20:46
55730,86,12,8,26/03/2017 20:56
98702,22,5,19,26/03/2017 20:56
34993,9,9,15,26/03/2017 21:02
54465,143,9,15,26/03/2017 21:06
78812,151,14,8,26/03/2017 21:10
83137,4,6,10,26/03/2017 21:12
64640,65,11,11,26/03/2017 21:14
16982,106,9,15,26/03/2017 21:38
19159,142,11,13,26/03/2017 21:40
52531,116,6,18,26/03/2017 21:42
14674,158,7,17,26/03/2017 21:44
71272,93,14,9,26/03/2017 21:44
63433,54,6,18,26/03/2017 21:48
66564,24,1,22,26/03/2017 21:56
11352,112,0,0,26/03/2017 22:02
51038,168,12,11,26/03/2017 22:02
14939,67,17,5,26/03/2017 22:10
18672,24,2,21,26/03/2017 22:10
27772,11,0,23,26/03/2017 22:10
47764,54,4,20,26/03/2017 22:10
21657,79,7,15,26/03/2017 22:12
20068,30,5,17,26/03/2017 22:14
42481,44,7,14,26/03/2017 22:16
16136,140,13,10,26/03/2017 22:18
23899,113,15,9,26/03/2017 22:26
47960,118,16,5,26/03/2017 22:26
89170,74,14,10,26/03/2017 22:32
76182,10,3,21,26/03/2017 22:38
745,82,6,17,26/03/2017 23:00
25036,158,9,15,26/03/2017 23:00
79812,29,5,19,26/03/2017 23:00
25209,166,11,13,26/03/2017 23:12
73057,102,12,14,26/03/2017 23:16
57,91,8,12,26/03/2017 23:18
6463,116,8,16,26/03/2017 23:30
13484,101,18,9,26/03/2017 23:32
54841,4,5,11,26/03/2017 23:42
17027,139,18,6,26/03/2017 23:48
45473,95,17,10,26/03/2017 23:56
5359,135,10,13,27/03/2017 00:04
8537,14,10,14,27/03/2017 00:06
83009,165,4,7,27/03/2017 00:12
21758,103,14,9,27/03/2017 00:16
97127,18,1,20,27/03/2017 00:18
83279,28,4,19,27/03/2017 00:44
87402,4,7,9,27/03/2017 00:44
13720,58,16,4,27/03/2017 00:50
52680,145,9,15,27/03/2017 00:50
34944,100,2,22,27/03/2017 00:52
44091,80,14,9,27/03/2017 00:54
97535,109,3,17,27/03/2017 01:00
7985,39,5,17,27/03/2017 01:06
60809,145,9,15,27/03/2017 01:10
16302,41,15,8,27/03/2017 01:14
75215,37,6,18,27/03/2017 01:14
87194,163,11,13,27/03/2017 01:20
93011,10,2,22,27/03/2017 01:20
92541,10,2,22,27/03/2017 01:24
57595,82,8,15,27/03/2017 01:34
2011,120,7,15,27/03/2017 01:44
3986,113,13,11,27/03/2017 01:44
87713,80,14,9,27/03/2017 01:48
29371,2,10,13,27/03/2017 01:58
67432,20,4,17,27/03/2017 01:58
29386,151,14,9,27/03/2017 02:02
40063,69,8,16,27/03/2017 02:06
3210,7,4,19,27/03/2017 02:08
95155,29,4,20,27/03/2017 02:08
28235,162,9,15,27/03/2017 02:12
44963,53,9,14,27/03/2017 02:14
22580,115,9,14,27/03/2017 02:18
282,55,5,22,27/03/2017 02:20
60907,64,3,21,27/03/2017 02:26
28114,121,14,10,27/03/2017 02:42
59321,56,10,12,27/03/2017 02:46
73156,66,16,7,27/03/2017 02:50
7770,88,15,9,27/03/2017 02:52
12333,7,4,19,27/03/2017 02:54
97319,34,2,24,27/03/2017 02:54
30611,120,7,15,27/03/2017 03:16
19686,33,3,21,27/03/2017 03:18
67028,141,6,5,27/03/2017 03:22
85884,138,11,13,27/03/2017 03:26
37620,27,13,10,27/03/2017 03:30
81879,130,8,13,27/03/2017 03:34
32963,139,14,10,27/03/2017 03:36
61975,25,12,12,27/03/2017 03:36
58212,72,8,10,27/03/2017 03:46
43004,75,9,15,27/03/2017 03:48
83743,6,13,11,27/03/2017 03:50
96014,143,9,15,27/03/2017 03:58
69379,19,3,19,27/03/2017 04:02
11274,59,19,4,27/03/2017 04:14
50803,155,10,5,27/03/2017 04:18
30407,143,9,15,27/03/2017 04:28
5637,41,13,9,27/03/2017 04:30
82270,78,11,13,27/03/2017 04:48
48773,39,4,18,27/03/2017 04:50
60761,63,8,12,27/03/2017 04:50
63335,79,8,14,27/03/2017 04:50
79195,172,14,9,27/03/2017 05:06
28338,64,3,21,27/03/2017 05:12
65151,137,14,9,27/03/2017 05:12
54389,115,4,20,27/03/2017 05:14
33759,75,9,15,27/03/2017 05:26
10800,145,9,15,27/03/2017 05:32
99744,122,10,13,27/03/2017 05:34
55233,160,4,18,27/03/2017 05:36
55210,92,10,13,27/03/2017 05:38
1185,146,17,7,27/03/2017 05:50
3260,166,10,13,27/03/2017 06:00
21042,11,1,22,27/03/2017 06:22
63891,30,8,13,27/03/2017 06:24
39037,146,17,7,27/03/2017 06:28
54079,96,10,14,27/03/2017 06:34
95346,67,15,9,27/03/2017 06:34
48665,174,11,11,27/03/2017 06:42
92062,1,8,11,27/03/2017 06:50
13670,134,9,10,27/03/2017 06:54
75247,11,1,22,27/03/2017 06:56
96989,41,11,10,27/03/2017 06:58
21455,121,16,8,27/03/2017 07:02
96270,7,5,15,27/03/2017 07:18
95979,94,5,16,27/03/2017 07:20
75598,155,11,5,27/03/2017 07:24
80952,111,3,14,27/03/2017 07:24
989,166,10,13,27/03/2017 07:30
32427,74,8,15,27/03/2017 07:46
37111,155,10,6,27/03/2017 07:58
99011,9,13,11,27/03/2017 08:02
97905,79,8,14,27/03/2017 08:14
90384,60,3,21,27/03/2017 08:22
41967,166,8,16,27/03/2017 08:32
82728,141,10,2,27/03/2017 08:40
36802,91,11,8,27/03/2017 08:42
88425,48,5,16,27/03/2017 08:46
57080,129,3,19,27/03/2017 08:50
92634,69,15,9,27/03/2017 09:10
23368,103,11,13,27/03/2017 09:12
22072,134,2,17,27/03/2017 09:18
5614,20,8,14,27/03/2017 09:20
10429,96,8,16,27/03/2017 09:32
46133,99,10,11,27/03/2017 10:00
25009,52,3,18,27/03/2017 10:02
98750,116,16,8,27/03/2017 10:10
63565,3,7,16,27/03/2017 10:22
76014,124,11,13,27/03/2017 10:32
20261,75,9,15,27/03/2017 10:34
6003,124,11,13,27/03/2017 10:46
29564,153,8,14,27/03/2017 10:50
3166,83,6,15,27/03/2017 10:52
10212,72,5,12,27/03/2017 10:56
2615,9,8,15,27/03/2017 11:06
40690,9,7,16,27/03/2017 11:20
39340,36,2,15,27/03/2017 11:38
49915,156,1,23,27/03/2017 11:42
45538,100,12,12,27/03/2017 12:02
92512,19,6,15,27/03/2017 12:02
11620,90,4,19,27/03/2017 12:04
45020,55,15,12,27/03/2017 12:04
54921,114,13,14,27/03/2017 12:06
63754,98,8,12,27/03/2017 12:08
89050,86,9,12,27/03/2017 12:10
79890,3,4,19,27/03/2017 12:32
34683,91,9,11,27/03/2017 12:42
56250,105,8,15,27/03/2017 12:48
70788,163,0,23,27/03/2017 12:50
57797,144,8,15,27/03/2017 12:54
18189,78,12,12,27/03/2017 13:02
25490,107,16,7,27/03/2017 13:06
67637,16,2,17,27/03/2017 13:10
7532,43,8,18,27/03/2017 13:20
64627,64,10,14,27/03/2017 13:20
69928,16,3,16,27/03/2017 13:32
51746,115,9,14,27/03/2017 13:52
70008,7,1,20,27/03/2017 13:56
60510,104,11,13,27/03/2017 14:00
79502,78,14,9,27/03/2017 14:02
89704,104,11,13,27/03/2017 14:16
22659,15,10,14,27/03/2017 14:18
72270,81,9,12,27/03/2017 14:22
70218,86,5,16,27/03/2017 14:24
98489,31,3,19,27/03/2017 14:36
79473,79,15,9,27/03/2017 15:04
84454,169,2,18,27/03/2017 15:06
40610,90,5,19,27/03/2017 15:08
19036,67,8,15,27/03/2017 15:16
15381,113,9,15,27/03/2017 15:20
37663,18,6,17,27/03/2017 15:34
40080,119,10,12,27/03/2017 15:42
19141,62,3,18,27/03/2017 15:52
44912,153,7,14,27/03/2017 16:18
54635,117,4,20,27/03/2017 16:20
62738,85,9,17,27/03/2017 16:20
16843,18,6,17,27/03/2017 16:22
82463,170,7,17,27/03/2017 16:22
6918,34,13,13,27/03/2017 16:28
51893,79,10,14,27/03/2017 16:38
9998,4,1,12,27/03/2017 16:52
82282,161,12,12,27/03/2017 17:10
31383,151,8,14,27/03/2017 17:14
86958,77,6,14,27/03/2017 17:14
64839,40,9,15,27/03/2017 17:16
31957,119,8,14,27/03/2017 17:22
68436,96,2,20,27/03/2017 17:26
21588,59,10,12,27/03/2017 17:28
89043,105,9,15,27/03/2017 17:32
78269,79,12,12,27/03/2017 17:34
23004,7,7,13,27/03/2017 17:38
33029,124,13,11,27/03/2017 17:42
52612,75,11,12,27/03/2017 17:42
28800,37,5,18,27/03/2017 17:50
62220,118,14,10,27/03/2017 18:08
91565,164,6,17,27/03/2017 18:10
11998,149,0,20,27/03/2017 18:30
4634,159,3,21,27/03/2017 18:34
36709,172,6,16,27/03/2017 18:54
12274,84,1,20,27/03/2017 18:56
41906,125,6,14,27/03/2017 19:00
57627,23,9,14,27/03/2017 19:02
99093,87,8,13,27/03/2017 19:20
54214,165,1,10,27/03/2017 19:22
58966,129,21,2,27/03/2017 19:22
41918,159,0,22,27/03/2017 19:30
10911,37,3,20,27/03/2017 19:40
20987,123,9,15,27/03/2017 20:00
5060,145,2,20,27/03/2017 20:10
93294,55,20,7,27/03/2017 20:10
73284,101,2,25,27/03/2017 20:16
3106,161,11,13,27/03/2017 20:20
47861,167,11,12,27/03/2017 20:24
75368,93,4,19,27/03/2017 20:30
60410,143,9,15,27/03/2017 20:38
31893,49,4,14,27/03/2017 20:46
92321,127,2,22,27/03/2017 20:46
687,13,7,16,27/03/2017 20:50
49573,4,3,14,27/03/2017 20:52
86198,12,5,17,27/03/2017 20:52
33368,115,0,24,27/03/2017 20:54
48195,154,0,23,27/03/2017 20:56
4005,80,14,10,27/03/2017 20:58
71991,1,0,22,27/03/2017 21:12
17422,69,13,8,27/03/2017 21:16
47210,3,0,24,27/03/2017 21:24
97927,101,4,23,27/03/2017 21:24
77437,27,15,9,27/03/2017 21:26
59718,152,0,22,27/03/2017 21:28
26789,49,9,10,27/03/2017 21:30
18628,21,0,24,27/03/2017 21:34
24876,91,2,17,27/03/2017 21:38
5605,143,4,19,27/03/2017 21:40
70781,120,3,21,27/03/2017 21:40
23202,55,19,8,27/03/2017 21:56
33186,140,7,17,27/03/2017 22:02
34324,96,7,16,27/03/2017 22:10
19467,9,0,24,27/03/2017 22:18
22994,127,2,22,27/03/2017 22:18
96360,78,18,5,27/03/2017 22:20
9559,152,1,21,27/03/2017 22:22
5594,125,12,9,27/03/2017 22:34
29434,71,4,18,27/03/2017 22:38
3263,14,10,12,27/03/2017 22:56
91322,102,7,19,27/03/2017 23:02
86403,165,2,9,27/03/2017 23:04
52632,79,14,10,27/03/2017 23:06
73125,98,3,19,27/03/2017 23:22
79284,86,2,19,27/03/2017 23:22
3153,16,5,14,27/03/2017 23:34
64022,118,13,11,27/03/2017 23:42
18132,25,5,17,27/03/2017 23:58
94983,11,0,23,27/03/2017 23:58
27070,93,7,16,28/03/2017 00:00
83979,77,14,9,28/03/2017 00:02
53474,110,6,17,28/03/2017 00:10
26307,19,12,11,28/03/2017 00:12
54773,69,12,9,28/03/2017 00:22
88089,92,0,22,28/03/2017 00:30
64386,12,2,18,28/03/2017 00:32
18981,152,1,21,28/03/2017 00:36
99163,156,2,22,28/03/2017 00:40
80153,161,5,19,28/03/2017 00:52
99866,169,2,17,28/03/2017 00:54
9433,85,12,14,28/03/2017 00:56
84697,138,8,16,28/03/2017 01:06
9334,108,6,16,28/03/2017 01:08
54746,136,16,8,28/03/2017 01:10
27799,116,5,19,28/03/2017 01:18
1646,126,13,9,28/03/2017 01:20
70150,162,6,16,28/03/2017 01:42
6145,142,12,11,28/03/2017 01:50
24345,152,1,21,28/03/2017 01:54
38562,117,11,13,28/03/2017 01:56
95377,91,4,15,28/03/2017 02:02
2538,45,2,18,28/03/2017 02:12
7263,134,11,9,28/03/2017 02:32
6375,14,10,12,28/03/2017 02:36
55928,90,11,12,28/03/2017 02:38
69692,66,15,9,28/03/2017 02:46
74951,78,17,7,28/03/2017 02:48
5560,78,17,7,28/03/2017 02:54
2830,1,4,13,28/03/2017 03:02
65100,168,18,6,28/03/2017 03:02
74423,16,4,15,28/03/2017 03:04
90251,145,12,10,28/03/2017 03:04
76904,119,3,20,28/03/2017 03:16
5206,19,13,10,28/03/2017 03:18
16971,158,2,21,28/03/2017 03:20
37107,117,11,13,28/03/2017 03:24
85826,147,11,12,28/03/2017 03:24
2478,168,19,5,28/03/2017 03:26
43807,154,8,15,28/03/2017 03:26
48104,130,2,20,28/03/2017 03:34
298,22,0,24,28/03/2017 03:48
83350,83,18,6,28/03/2017 03:48
22197,63,10,10,28/03/2017 03:54
25039,10,0,23,28/03/2017 04:02
99855,141,1,11,28/03/2017 04:02
57620,170,6,17,28/03/2017 04:04
79151,142,11,12,28/03/2017 04:08
89196,142,11,12,28/03/2017 04:10
66731,27,13,10,28/03/2017 04:16
47116,172,10,12,28/03/2017 04:36
10643,145,9,13,28/03/2017 04:42
75814,57,17,7,28/03/2017 04:42
98474,34,10,16,28/03/2017 04:52
48309,71,5,17,28/03/2017 05:06
44970,60,2,22,28/03/2017 05:18
20566,29,14,10,28/03/2017 05:24
37513,154,7,16,28/03/2017 05:30
59013,17,6,13,28/03/2017 05:38
38778,116,5,19,28/03/2017 05:52
57816,53,13,11,28/03/2017 05:56
40953,165,0,11,28/03/2017 06:08
90837,170,6,17,28/03/2017 06:08
41897,13,10,13,28/03/2017 06:10
17770,92,1,22,28/03/2017 06:12
65152,136,16,8,28/03/2017 06:14
75192,99,6,15,28/03/2017 06:26
69229,71,4,18,28/03/2017 06:32
59670,149,8,15,28/03/2017 06:48
971,86,11,13,28/03/2017 06:50
75763,142,7,16,28/03/2017 06:50
55322,84,12,9,28/03/2017 07:10
96511,7,2,20,28/03/2017 07:16
69743,170,9,14,28/03/2017 07:26
70493,81,12,9,28/03/2017 07:26
84684,77,8,15,28/03/2017 07:30
33366,5,0,23,28/03/2017 07:38
29256,92,4,18,28/03/2017 07:44
48564,45,1,19,28/03/2017 07:46
25675,123,5,18,28/03/2017 07:48
98523,5,0,23,28/03/2017 07:52
72997,7,1,21,28/03/2017 08:10
74743,132,15,9,28/03/2017 08:12
86568,168,3,19,28/03/2017 08:12
80949,110,14,10,28/03/2017 08:18
31469,80,1,22,28/03/2017 08:20
62597,51,6,15,28/03/2017 08:22
65161,130,4,19,28/03/2017 08:22
55910,7,0,22,28/03/2017 08:24
53503,146,12,11,28/03/2017 08:40
22547,54,2,21,28/03/2017 08:42
72424,50,5,19,28/03/2017 08:44
29696,54,1,21,28/03/2017 08:54
77184,151,10,13,28/03/2017 08:54
58331,72,15,2,28/03/2017 08:56
88368,102,18,3,28/03/2017 09:00
57591,120,3,20,28/03/2017 09:04
70755,74,8,15,28/03/2017 09:06
34756,126,5,17,28/03/2017 09:16
53419,58,4,16,28/03/2017 09:16
695,139,10,12,28/03/2017 09:28
37979,4,11,5,28/03/2017 09:30
6560,25,6,18,28/03/2017 09:32
32272,90,0,21,28/03/2017 09:32
55919,95,27,0,28/03/2017 09:36
76971,160,10,13,28/03/2017 09:38
276,107,20,3,28/03/2017 09:52
3904,63,4,17,28/03/2017 09:52
98309,74,6,17,28/03/2017 10:00
7935,90,2,19,28/03/2017 10:06
76879,39,7,15,28/03/2017 10:06
2815,40,11,12,28/03/2017 10:10
57614,160,7,16,28/03/2017 10:10
33710,147,11,10,28/03/2017 10:18
85321,37,3,21,28/03/2017 10:22
25748,44,4,17,28/03/2017 10:26
22351,41,3,19,28/03/2017 10:28
27445,105,1,22,28/03/2017 10:36
72604,38,4,19,28/03/2017 10:36
37739,46,0,23,28/03/2017 10:38
87702,149,3,20,28/03/2017 10:40
20063,42,9,15,28/03/2017 10:48
40176,61,13,10,28/03/2017 10:48
43546,11,17,5,28/03/2017 10:54
32003,160,11,12,28/03/2017 11:06
78132,111,10,8,28/03/2017 11:06
85760,86,6,16,28/03/2017 11:06
50562,110,11,12,28/03/2017 11:08
81604,34,16,9,28/03/2017 11:16
7740,159,14,10,28/03/2017 11:18
75491,43,2,25,28/03/2017 11:26
55590,78,13,11,28/03/2017 11:40
21731,72,5,13,28/03/2017 11:50
87020,152,14,9,28/03/2017 11:52
6838,50,11,12,28/03/2017 11:58
19975,164,10,12,28/03/2017 12:00
3392,40,13,11,28/03/2017 12:04
88509,87,6,17,28/03/2017 12:12
23698,5,10,14,28/03/2017 12:34
4273,174,3,17,28/03/2017 12:36
69425,34,12,12,28/03/2017 12:46
34759,144,3,19,28/03/2017 12:48
98922,73,12,14,28/03/2017 12:56
91193,39,5,17,28/03/2017 13:08
17318,2,11,13,28/03/2017 13:12
85590,106,5,19,28/03/2017 13:18
50754,133,2,21,28/03/2017 13:20
40861,140,15,7,28/03/2017 13:24
92350,13,5,17,28/03/2017 13:28
29471,17,2,17,28/03/2017 13:30
15032,156,11,12,28/03/2017 13:38
73076,11,4,20,28/03/2017 13:42
51193,32,7,15,28/03/2017 13:48
82301,108,11,12,28/03/2017 13:50
72216,103,17,7,28/03/2017 13:52
90681,150,6,16,28/03/2017 13:54
12505,157,10,14,28/03/2017 13:56
931,91,8,9,28/03/2017 13:58
7747,75,20,3,28/03/2017 14:12
7991,112,9,8,28/03/2017 14:22
31925,165,1,9,28/03/2017 14:28
23896,86,0,23,28/03/2017 14:30
72493,46,7,15,28/03/2017 14:30
29933,99,6,14,28/03/2017 14:32
5984,146,7,15,28/03/2017 14:34
57722,145,9,13,28/03/2017 14:38
30098,111,8,9,28/03/2017 14:40
67348,166,11,11,28/03/2017 14:40
73136,6,5,21,28/03/2017 14:42
16396,157,8,13,28/03/2017 14:52
87849,71,0,23,28/03/2017 14:54
84224,165,3,9,28/03/2017 14:56
43303,75,10,13,28/03/2017 15:08
61058,29,10,14,28/03/2017 15:10
66814,39,1,21,28/03/2017 15:10
98475,7,2,19,28/03/2017 15:22
14945,159,17,7,28/03/2017 15:28
31732,135,11,11,28/03/2017 15:30
57934,80,7,16,28/03/2017 15:32
32324,26,10,14,28/03/2017 15:36
61651,173,15,8,28/03/2017 15:36
33893,161,7,16,28/03/2017 15:46
30788,38,3,21,28/03/2017 15:54
51105,75,13,11,28/03/2017 15:56
19553,136,6,18,28/03/2017 16:08
2338,43,17,10,28/03/2017 16:16
64529,61,6,17,28/03/2017 16:20
77276,129,8,14,28/03/2017 16:28
31296,164,3,18,28/03/2017 16:34
95073,149,5,16,28/03/2017 16:34
26602,143,10,12,28/03/2017 16:40
37078,108,14,10,28/03/2017 17:00
41571,116,9,15,28/03/2017 17:00
2990,173,14,9,28/03/2017 17:04
21862,66,3,20,28/03/2017 17:16
28155,74,6,17,28/03/2017 17:20
63732,14,11,12,28/03/2017 17:36
80720,31,0,23,28/03/2017 17:44
87244,5,6,17,28/03/2017 17:54
32184,170,12,12,28/03/2017 18:10
58997,105,1,23,28/03/2017 18:10
43984,151,3,18,28/03/2017 18:18
72915,64,2,22,28/03/2017 18:22
24061,133,6,17,28/03/2017 18:24
69282,29,7,17,28/03/2017 18:24
49130,156,18,6,28/03/2017 18:34
66094,170,12,12,28/03/2017 18:44
82231,78,5,18,28/03/2017 19:28
58037,41,2,20,28/03/2017 19:30
22729,58,5,15,28/03/2017 19:50
5536,142,2,18,28/03/2017 19:52
21973,79,17,7,28/03/2017 19:52
83966,159,9,15,28/03/2017 19:54
32577,26,3,20,28/03/2017 19:56
91351,158,2,21,28/03/2017 19:56
85511,119,13,11,28/03/2017 20:02
33037,165,0,12,28/03/2017 20:06
78376,6,4,23,28/03/2017 20:08
1109,163,13,9,28/03/2017 20:10
46447,120,8,16,28/03/2017 20:10
4888,44,19,1,28/03/2017 20:20
83661,49,6,11,28/03/2017 20:44
53863,135,15,8,28/03/2017 20:46
47399,165,2,10,28/03/2017 20:50
85250,160,5,18,28/03/2017 21:00
17230,4,6,12,28/03/2017 21:10
85136,78,4,20,28/03/2017 21:12
53494,122,14,9,28/03/2017 21:16
10202,45,19,2,28/03/2017 21:18
43196,85,5,19,28/03/2017 21:18
99960,58,5,15,28/03/2017 21:50
42897,96,12,11,28/03/2017 22:02
97734,154,12,11,28/03/2017 22:06
24268,15,3,19,28/03/2017 22:08
83205,26,5,18,28/03/2017 22:08
56898,80,11,13,28/03/2017 22:10
88165,21,1,23,28/03/2017 22:30
40303,126,19,3,28/03/2017 22:44
60424,59,16,5,28/03/2017 22:44
20769,108,4,19,28/03/2017 22:50
21109,92,5,18,28/03/2017 22:56
49053,153,4,19,28/03/2017 23:00
79378,26,5,18,28/03/2017 23:12
82691,27,9,14,28/03/2017 23:16
25067,152,9,13,28/03/2017 23:20
64993,123,6,18,28/03/2017 23:20
81637,72,4,13,28/03/2017 23:20
30978,48,13,8,28/03/2017 23:28
36079,142,4,16,28/03/2017 23:28
82235,128,12,12,28/03/2017 23:28
47671,136,13,8,28/03/2017 23:40
6920,152,10,13,28/03/2017 23:42
81381,6,2,25,28/03/2017 23:44
54075,173,11,11,28/03/2017 23:46
68591,49,11,7,28/03/2017 23:48
788,45,11,7,28/03/2017 23:50
11179,171,1,20,28/03/2017 23:50
19238,33,0,24,28/03/2017 23:52
77867,162,3,21,28/03/2017 23:56
49580,14,10,13,29/03/2017 00:12
71859,133,16,6,29/03/2017 00:14
98451,30,11,12,29/03/2017 00:16
22339,76,4,20,29/03/2017 00:20
8488,91,1,18,29/03/2017 00:24
12819,157,18,6,29/03/2017 00:26
36356,137,14,7,29/03/2017 00:34
77951,43,18,9,29/03/2017 00:36
42196,17,2,14,29/03/2017 00:50
72920,107,2,21,29/03/2017 00:54
90860,38,16,5,29/03/2017 00:56
25944,153,10,13,29/03/2017 01:00
66106,17,2,15,29/03/2017 01:04
49619,132,8,14,29/03/2017 01:14
1764,157,18,6,29/03/2017 01:42
56182,71,2,21,29/03/2017 01:46
75000,113,1,23,29/03/2017 01:48
99768,128,11,12,29/03/2017 02:00
50947,52,0,21,29/03/2017 02:06
92722,134,14,6,29/03/2017 02:12
40138,14,9,14,29/03/2017 02:14
20634,24,10,14,29/03/2017 02:20
63245,31,1,23,29/03/2017 02:36
85195,154,10,11,29/03/2017 02:36
93805,82,13,10,29/03/2017 02:38
85858,153,11,11,29/03/2017 02:40
5798,38,16,6,29/03/2017 02:42
23910,44,13,4,29/03/2017 03:00
19679,171,4,17,29/03/2017 03:08
18766,143,7,16,29/03/2017 03:10
85687,8,3,17,29/03/2017 03:10
39886,93,12,12,29/03/2017 03:20
47715,73,7,18,29/03/2017 03:36
13279,170,8,16,29/03/2017 03:46
4540,143,7,17,29/03/2017 03:52
87083,6,10,16,29/03/2017 03:54
99804,67,11,11,29/03/2017 04:00
80812,10,17,6,29/03/2017 04:02
48531,23,12,11,29/03/2017 04:06
64917,148,6,16,29/03/2017 04:14
66594,133,15,9,29/03/2017 04:14
80916,67,11,11,29/03/2017 04:14
89921,131,10,12,29/03/2017 04:14
21449,117,7,16,29/03/2017 04:26
9037,19,2,19,29/03/2017 04:36
69368,102,10,16,29/03/2017 04:40
74757,159,5,19,29/03/2017 04:44
42134,113,1,23,29/03/2017 04:52
96618,23,12,11,29/03/2017 05:02
81521,67,11,11,29/03/2017 05:08
57124,84,12,10,29/03/2017 05:20
68638,73,7,18,29/03/2017 05:22
95096,11,6,18,29/03/2017 05:30
95672,149,8,12,29/03/2017 05:30
19347,11,6,18,29/03/2017 05:32
38039,89,12,11,29/03/2017 05:38
98920,170,8,16,29/03/2017 05:40
29547,5,3,19,29/03/2017 05:44
29605,77,12,11,29/03/2017 05:48
60129,138,7,14,29/03/2017 05:50
10978,135,11,13,29/03/2017 06:02
17725,113,2,22,29/03/2017 06:04
46871,83,14,10,29/03/2017 06:04
23830,30,6,17,29/03/2017 06:06
78440,54,2,21,29/03/2017 06:08
2702,45,17,4,29/03/2017 06:10
78681,82,14,9,29/03/2017 06:20
12765,153,12,11,29/03/2017 06:28
73571,12,13,9,29/03/2017 06:36
73915,147,5,16,29/03/2017 06:40
77733,101,14,13,29/03/2017 06:50
34126,112,3,15,29/03/2017 07:00
25014,170,7,16,29/03/2017 07:06
83434,22,6,18,29/03/2017 07:12
78421,174,16,6,29/03/2017 07:16
19967,46,18,5,29/03/2017 07:20
99872,86,5,16,29/03/2017 07:20
14112,18,6,18,29/03/2017 07:22
15622,57,7,15,29/03/2017 07:22
16080,25,12,12,29/03/2017 07:24
89298,2,7,16,29/03/2017 07:24
7591,3,5,19,29/03/2017 07:46
